U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:12.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:13.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:14.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:15.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:16.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:17.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:18.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:19.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:20.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:21.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:22.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:23.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:24.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:25.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:26.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:27.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:28.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:29.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:30.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:31.693
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:32.694
33,90V;31,38V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:33.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:34.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:35.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:36.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:37.695
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:38.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:39.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:40.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:41.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:42.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:43.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:44.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:45.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:46.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:47.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:48.694
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:49.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:50.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:51.693
33,90V;31,39V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:52.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:53.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:54.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:55.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:56.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:57.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:58.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:52:59.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:00.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:01.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:02.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:03.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:04.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:05.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:06.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:07.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:08.693
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:09.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:10.694
33,90V;31,40V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:11.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:12.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:13.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:14.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:15.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:16.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:17.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:18.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:19.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:20.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:21.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:22.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:23.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:24.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:25.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:26.694
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:27.693
33,90V;31,41V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:28.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:29.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:30.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:31.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:32.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:33.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:34.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:35.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:36.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:37.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:38.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:39.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:40.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:41.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:42.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:43.695
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:44.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:45.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:46.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:47.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:48.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:49.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:50.693
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:51.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:52.694
33,90V;31,42V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:53.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:54.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:55.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:56.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:57.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:58.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:53:59.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:00.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:01.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:02.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:03.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:04.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:05.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:06.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:07.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:08.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:09.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:10.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:11.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:12.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:13.694
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:14.693
33,90V;31,43V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:15.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:16.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:17.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:18.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:19.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:20.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:21.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:22.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:23.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:24.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:25.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:26.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:27.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:28.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:29.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:30.693
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:31.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:32.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:33.694
33,90V;31,44V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:34.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:35.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:36.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:37.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:38.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:39.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:40.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:41.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:42.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:43.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:44.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:45.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:46.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:47.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:48.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:49.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:50.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:51.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:52.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:53.694
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:54.693
33,90V;31,45V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:55.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:56.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:57.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:58.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:54:59.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:00.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:01.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:02.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:03.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:04.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:05.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:06.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:07.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:08.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:09.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:10.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:11.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:12.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:13.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:14.694
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:15.693
33,90V;31,46V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:16.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:17.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:18.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:19.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:20.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:21.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:22.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:23.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:24.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:25.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:26.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:27.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:28.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:29.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:30.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:31.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:32.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:33.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:34.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:35.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:36.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:37.694
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:38.693
33,90V;31,47V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:39.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:40.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:41.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:42.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:43.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:44.693
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:45.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:46.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:47.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:48.693
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:49.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:50.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:51.694
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:52.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:53.693
33,90V;31,48V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:54.693
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:55.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:56.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:57.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:58.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:55:59.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:56:00.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:56:01.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:56:02.694
33,90V;31,49V;0,50A;0,50A;1508W;16W;N/A;N/A;Off;On;CC;None;27.03.2023 14:56:03.694
