U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:19.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:20.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:21.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:22.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:23.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:24.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:25.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:26.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:27.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:28.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:29.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:30.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:31.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:32.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:33.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:34.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:35.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:36.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:37.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:38.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:39.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:40.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:41.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:42.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:43.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:44.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:45.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:46.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:47.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:48.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:49.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:50.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:51.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:52.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:53.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:54.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:55.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:56.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:57.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:58.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:48:59.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:00.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:01.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:02.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:03.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:04.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:05.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:06.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:07.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:08.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:09.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:10.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:11.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:12.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:13.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:14.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:15.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:16.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:17.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:18.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:19.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:20.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:21.353
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:22.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:23.352
29,00V;29,00V;0,50A;0,34A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:24.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:25.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:26.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:27.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:28.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:29.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:30.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:31.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:32.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:33.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:34.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:35.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:36.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:37.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:38.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:39.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:40.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:41.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:42.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:43.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:44.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:45.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:46.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:47.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:48.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:49.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:50.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:51.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:52.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:53.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:54.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:55.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:56.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:57.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:58.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:49:59.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:00.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:01.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:02.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:03.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:04.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:05.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:06.353
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:07.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:08.352
29,00V;29,00V;0,50A;0,33A;1508W;10W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:09.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:10.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:11.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:12.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:13.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:14.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:15.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:16.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:17.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:18.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:19.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:20.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:21.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:22.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:23.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:24.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:25.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:26.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:27.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:28.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:29.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:30.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:31.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:32.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:33.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:34.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:35.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:36.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:37.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:38.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:39.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:40.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:41.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:42.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:43.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:44.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:45.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:46.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:47.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:48.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:49.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:50.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:51.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:52.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:53.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:54.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:55.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:56.352
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:57.353
29,00V;29,00V;0,50A;0,33A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:58.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:50:59.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:00.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:01.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:02.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:03.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:04.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:05.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:06.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:07.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:08.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:09.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:10.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:11.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:12.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:13.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:14.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:15.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:16.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:17.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:18.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:19.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:20.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:21.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:22.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:23.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:24.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:25.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:26.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:27.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:28.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:29.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:30.354
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:31.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:32.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:33.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:34.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:35.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:36.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:37.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:38.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:39.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:40.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:41.352
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:42.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:43.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:44.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:45.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:46.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:47.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:48.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:49.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:50.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:51.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:52.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:53.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:54.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:55.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:56.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:57.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:58.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:51:59.354
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:00.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:01.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:02.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:03.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:04.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:05.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:06.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:07.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:08.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:09.353
29,00V;29,00V;0,50A;0,32A;1508W;9W;N/A;N/A;Off;On;CV;None;21.04.2023 22:52:10.353
